descripcion,decision
El mediocampista toma la pelota con la mano durante un córner,Penal
El delantero despeja con fuerza después de un rebote,Penal
El mediocampista pisa al rival tras revisión VAR,Roja
El arquero salta con el codo levantado durante un córner,Roja
El arquero anota un gol en el mediocampo,Penal
El defensor despeja con fuerza durante un córner,Tiro libre
El delantero comete infracción desde atrás durante un córner,Offside
El delantero comete falta dentro del área dentro del área,Tiro libre
El lateral toma la pelota con la mano al borde del área,Gol anulado
El arquero despeja con fuerza tras revisión VAR,Gol válido
El delantero toma la pelota con la mano al borde del área,Gol anulado
El mediocampista comete infracción desde atrás tras revisión VAR,Penal
El mediocampista comete falta dentro del área en el mediocampo,Amarilla
El lateral toma la pelota con la mano fuera del área,Sin infracción
El defensor comete falta sin balón en el mediocampo,Offside
El arquero toca la pelota con la mano durante un córner,Tiro libre
El arquero anota un gol después de un rebote,Offside
El delantero comete infracción desde atrás dentro del área,Sin infracción
El arquero empuja a un rival durante un córner,Tiro libre
El mediocampista anota un gol fuera del área,Gol válido
El mediocampista despeja con fuerza después de un rebote,Gol válido
El defensor salta con el codo levantado fuera del área,Amarilla
El mediocampista toca la pelota con la mano cerca del arco,Tiro libre
El mediocampista realiza una entrada peligrosa al borde del área,Roja
El arquero comete infracción desde atrás dentro del área,Penal
El arquero toca la pelota con la mano durante un córner,Penal
El delantero toma la pelota con la mano al borde del área,Offside
El defensor anota un gol en el mediocampo,Penal
El delantero realiza una entrada peligrosa tras revisión VAR,Roja
El delantero anota un gol cerca del arco,Roja
El delantero realiza una entrada peligrosa después de un rebote,Roja
El lateral bloquea el disparo con la mano al borde del área,Tiro libre
El lateral comete infracción desde atrás al borde del área,Penal
El arquero comete falta dentro del área cerca del arco,No penal
El mediocampista realiza una entrada peligrosa fuera del área,Roja
El lateral despeja con fuerza dentro del área,Offside
El defensor salta con el codo levantado después de un rebote,No penal
El delantero realiza una entrada peligrosa en el mediocampo,Roja
El arquero despeja con fuerza cerca del arco,Tiro libre
El delantero comete infracción desde atrás cerca del arco,Gol válido
El defensor comete falta sin balón después de un rebote,Offside
El lateral despeja con fuerza cerca del arco,Penal
El delantero comete infracción desde atrás al borde del área,No penal
El defensor despeja con fuerza al borde del área,Gol válido
El mediocampista toca la pelota con la mano cerca del arco,Roja
El arquero despeja con fuerza fuera del área,Gol anulado
El arquero toca la pelota con la mano cerca del arco,Penal
El delantero toca la pelota con la mano dentro del área,No penal
El delantero despeja con fuerza durante un córner,Gol anulado
El lateral toca la pelota con la mano al borde del área,Penal
El mediocampista pisa al rival fuera del área,Gol válido
El arquero empuja a un rival en el mediocampo,Tiro libre
El defensor despeja con fuerza después de un rebote,No penal
El lateral comete falta sin balón dentro del área,Offside
El mediocampista comete falta dentro del área después de un rebote,Amarilla
El lateral comete falta dentro del área en el mediocampo,Roja
El mediocampista toma la pelota con la mano tras revisión VAR,Gol válido
El defensor comete falta dentro del área después de un rebote,Gol anulado
El mediocampista empuja a un rival en el mediocampo,Penal
El mediocampista toma la pelota con la mano cerca del arco,Roja
El delantero despeja con fuerza dentro del área,Tiro libre
El defensor salta con el codo levantado después de un rebote,Sin infracción
El lateral comete infracción desde atrás durante un córner,Sin infracción
El defensor empuja a un rival tras revisión VAR,Roja
El lateral empuja a un rival dentro del área,Penal
El delantero pisa al rival cerca del arco,Sin infracción
El arquero despeja con fuerza durante un córner,Penal
El arquero despeja con fuerza en el mediocampo,Gol válido
El defensor despeja con fuerza fuera del área,No penal
El delantero realiza una entrada peligrosa dentro del área,Roja
El defensor salta con el codo levantado tras revisión VAR,Gol anulado
El defensor comete infracción desde atrás en el mediocampo,Amarilla
El delantero empuja a un rival en el mediocampo,Roja
El delantero bloquea el disparo con la mano dentro del área,Gol válido
El mediocampista realiza una entrada peligrosa en el mediocampo,Roja
El delantero salta con el codo levantado dentro del área,Offside
El arquero comete falta sin balón después de un rebote,Amarilla
El mediocampista empuja a un rival en el mediocampo,Gol válido
El mediocampista anota un gol cerca del arco,Sin infracción
El mediocampista realiza una entrada peligrosa en el mediocampo,Roja
El lateral realiza una entrada peligrosa al borde del área,Roja
El defensor despeja con fuerza dentro del área,Amarilla
El lateral comete falta dentro del área después de un rebote,Tiro libre
El defensor comete infracción desde atrás fuera del área,Roja
El lateral realiza una entrada peligrosa cerca del arco,Roja
El delantero toca la pelota con la mano cerca del arco,Offside
El delantero realiza una entrada peligrosa dentro del área,Roja
El arquero despeja con fuerza tras revisión VAR,Tiro libre
El defensor comete falta dentro del área al borde del área,Penal
El mediocampista salta con el codo levantado durante un córner,Roja
El lateral comete falta dentro del área durante un córner,Amarilla
El lateral despeja con fuerza en el mediocampo,No penal
El delantero empuja a un rival en el mediocampo,Offside
El defensor toca la pelota con la mano dentro del área,Penal
El mediocampista toca la pelota con la mano dentro del área,Roja
El delantero anota un gol fuera del área,Roja
El delantero salta con el codo levantado después de un rebote,Sin infracción
El lateral anota un gol fuera del área,Roja
El lateral pisa al rival fuera del área,No penal
El arquero despeja con fuerza en el mediocampo,Gol anulado
El arquero pisa al rival tras revisión VAR,Roja
El mediocampista anota un gol tras revisión VAR,Gol anulado
El arquero realiza una entrada peligrosa dentro del área,Roja
El delantero comete falta sin balón tras revisión VAR,Tiro libre
El lateral comete falta sin balón dentro del área,Amarilla
El mediocampista toca la pelota con la mano después de un rebote,Offside
El delantero realiza una entrada peligrosa durante un córner,Roja
El arquero realiza una entrada peligrosa en el mediocampo,Roja
El arquero despeja con fuerza fuera del área,Roja
El defensor comete falta dentro del área dentro del área,Offside
El lateral bloquea el disparo con la mano tras revisión VAR,Offside
El mediocampista empuja a un rival al borde del área,Penal
El mediocampista realiza una entrada peligrosa tras revisión VAR,Roja
El delantero empuja a un rival en el mediocampo,Penal
El lateral toca la pelota con la mano después de un rebote,Gol anulado
El mediocampista empuja a un rival al borde del área,Penal
El lateral comete falta dentro del área dentro del área,Offside
El arquero comete infracción desde atrás durante un córner,Penal
El delantero comete infracción desde atrás en el mediocampo,Roja
El arquero comete falta sin balón cerca del arco,Gol válido
El defensor anota un gol durante un córner,Roja
El delantero comete falta sin balón dentro del área,Gol válido
El mediocampista despeja con fuerza al borde del área,Gol válido
El defensor comete falta dentro del área en el mediocampo,Offside
El lateral toca la pelota con la mano durante un córner,Tiro libre
El arquero comete falta sin balón tras revisión VAR,Roja
El arquero despeja con fuerza tras revisión VAR,Roja
El lateral pisa al rival fuera del área,Penal
El arquero salta con el codo levantado tras revisión VAR,Gol válido
El mediocampista realiza una entrada peligrosa durante un córner,Roja
El defensor comete infracción desde atrás en el mediocampo,No penal
El lateral toma la pelota con la mano tras revisión VAR,Amarilla
El mediocampista pisa al rival fuera del área,No penal
El arquero empuja a un rival después de un rebote,No penal
El arquero realiza una entrada peligrosa al borde del área,Roja
El arquero bloquea el disparo con la mano al borde del área,Sin infracción
El delantero toma la pelota con la mano dentro del área,No penal
El delantero comete infracción desde atrás al borde del área,Roja
El mediocampista comete falta dentro del área cerca del arco,Sin infracción
El arquero comete falta dentro del área en el mediocampo,Sin infracción
El lateral pisa al rival en el mediocampo,Roja
El defensor toma la pelota con la mano después de un rebote,Sin infracción
El delantero comete infracción desde atrás al borde del área,Gol válido
El lateral empuja a un rival en el mediocampo,Penal
El defensor toca la pelota con la mano cerca del arco,Gol anulado
El mediocampista pisa al rival tras revisión VAR,Sin infracción
El mediocampista realiza una entrada peligrosa cerca del arco,Roja
El arquero despeja con fuerza tras revisión VAR,Gol anulado
El mediocampista toma la pelota con la mano cerca del arco,Penal
El defensor comete falta sin balón fuera del área,Gol válido
El lateral pisa al rival dentro del área,Gol válido
El defensor realiza una entrada peligrosa tras revisión VAR,Roja
